click_id,customer_id,anonymous_id,channel,clicked_at,campaign,utm_source,utm_medium
CLK000622,CUST0147,,meta_ads,2023-12-23T22:51:58,Campaign_5,tiktok,cpc
CLK000623,CUST0367,,organic,2023-09-26T15:49:37,Campaign_1,google,email
CLK000624,CUST0437,,meta_ads,2023-01-28T14:50:45,Campaign_4,tiktok,organic
CLK000625,CUST0123,,tiktok,2023-12-29T07:47:20,Campaign_8,tiktok,organic
CLK000626,CUST0318,,google_ads,2023-10-16T07:55:05,Campaign_8,facebook,cpc
CLK000627,CUST0080,,email,2023-03-05T12:17:06,Campaign_2,google,cpc
CLK000628,CUST0094,,organic,2023-04-30T20:03:23,Campaign_3,google,cpc
CLK000629,CUST0164,,tiktok,2023-04-12T23:23:03,Campaign_8,facebook,email
CLK000630,,HxztbbtHbu,meta_ads,2023-05-30T10:52:31,Campaign_4,facebook,email
CLK000631,CUST0208,,meta_ads,2023-12-28T19:50:22,Campaign_5,facebook,cpm
CLK000632,CUST0219,,tiktok,2023-06-25T22:18:11,Campaign_3,google,email
CLK000633,CUST0311,,email,2023-01-21T10:03:02,Campaign_5,newsletter,cpc
CLK000634,CUST0247,,email,2023-08-30T08:54:37,Campaign_4,newsletter,email
CLK000635,CUST0254,,tiktok,2023-03-05T08:02:09,Campaign_4,newsletter,cpm
CLK000636,CUST0200,,email,2023-11-09T20:09:49,Campaign_2,tiktok,organic
CLK000637,CUST0142,,tiktok,2023-02-11T19:10:40,Campaign_10,facebook,organic
CLK000638,CUST0232,,email,2023-03-01T15:46:04,Campaign_9,facebook,email
CLK000639,,QMavVfFEiW,organic,2023-11-27T23:39:52,Campaign_9,newsletter,cpc
CLK000640,CUST0185,,tiktok,2023-10-13T06:43:47,Campaign_4,facebook,cpm
CLK000641,CUST0037,,organic,2023-08-11T23:17:52,Campaign_4,google,cpm
CLK000642,CUST0329,,tiktok,2023-11-14T09:37:30,Campaign_8,tiktok,email
CLK000643,CUST0451,,google_ads,2023-08-28T07:58:00,Campaign_7,google,email
CLK000644,CUST0195,,tiktok,2023-09-02T20:11:56,Campaign_1,facebook,cpc
CLK000645,CUST0411,,google_ads,2023-11-08T09:02:56,Campaign_1,google,cpm
CLK000646,CUST0256,,email,2023-06-14T17:22:13,Campaign_5,tiktok,email
CLK000647,CUST0029,,google_ads,2023-05-17T07:52:55,Campaign_2,facebook,organic
CLK000648,,lUcHveKrlz,organic,2023-08-21T06:31:52,Campaign_4,facebook,email
CLK000649,CUST0325,,email,2023-12-19T04:34:51,Campaign_3,newsletter,organic
CLK000650,CUST0346,,organic,2023-10-28T20:48:03,Campaign_3,facebook,email
CLK000651,CUST0467,,email,2023-09-20T15:47:54,Campaign_10,newsletter,organic
CLK000652,CUST0100,,google_ads,2023-01-30T18:59:51,Campaign_6,facebook,organic
CLK000653,CUST0389,,meta_ads,2023-07-29T08:23:48,Campaign_8,facebook,cpc
CLK000654,CUST0228,,tiktok,2023-06-23T05:38:12,Campaign_10,facebook,cpc
CLK000655,CUST0159,,tiktok,2023-04-08T12:22:58,Campaign_10,tiktok,cpc
CLK000656,CUST0304,,email,2023-05-26T20:55:23,Campaign_5,tiktok,email
CLK000657,,jnkoYXLhzW,google_ads,2023-11-24T16:45:09,Campaign_6,newsletter,cpm
CLK000658,CUST0341,,organic,2023-07-25T00:46:48,Campaign_6,google,email
CLK000659,CUST0031,,tiktok,2023-09-19T17:15:42,Campaign_2,facebook,organic
CLK000660,CUST0046,,google_ads,2023-11-03T22:12:00,Campaign_1,facebook,cpc
CLK000661,CUST0335,,email,2023-06-18T18:24:59,Campaign_8,facebook,cpc
CLK000662,CUST0245,,tiktok,2023-08-13T21:09:23,Campaign_2,tiktok,organic
CLK000663,CUST0425,,tiktok,2023-06-10T21:05:50,Campaign_7,google,email
CLK000664,CUST0413,,organic,2023-10-10T19:17:52,Campaign_8,newsletter,cpc
CLK000665,CUST0496,,google_ads,2023-10-07T14:08:42,Campaign_6,google,organic
CLK000666,,mZNajIrtpt,organic,2023-05-21T21:06:25,Campaign_8,facebook,cpm
CLK000667,CUST0302,,organic,2023-07-06T07:04:26,Campaign_5,google,cpc
CLK000668,CUST0173,,google_ads,2023-06-18T05:54:32,Campaign_9,tiktok,cpc
CLK000669,CUST0406,,meta_ads,2023-04-04T17:06:21,Campaign_4,google,organic
CLK000670,CUST0457,,organic,2023-10-23T10:46:04,Campaign_3,google,organic
CLK000671,CUST0360,,organic,2023-09-05T04:18:38,Campaign_1,newsletter,cpc
CLK000672,CUST0429,,organic,2023-11-20T13:00:15,Campaign_6,facebook,email
CLK000673,CUST0113,,google_ads,2023-05-06T01:02:57,Campaign_4,tiktok,cpm
CLK000674,CUST0279,,email,2023-01-01T00:39:05,Campaign_8,google,email
CLK000675,,hkWPtscfRw,google_ads,2023-06-04T07:10:31,Campaign_10,google,cpm
CLK000676,CUST0222,,organic,2023-01-23T09:36:42,Campaign_6,google,organic
CLK000677,CUST0061,,google_ads,2023-06-28T16:38:24,Campaign_10,newsletter,email
CLK000678,CUST0312,,organic,2023-09-20T00:58:03,Campaign_4,google,organic
CLK000679,CUST0212,,organic,2023-01-13T12:51:59,Campaign_10,newsletter,cpc
CLK000680,CUST0282,,organic,2023-04-16T07:15:19,Campaign_10,newsletter,cpc
CLK000681,CUST0442,,meta_ads,2023-02-28T02:08:06,Campaign_10,facebook,cpc
CLK000682,CUST0263,,organic,2023-07-30T03:00:14,Campaign_9,tiktok,email
CLK000683,CUST0232,,email,2023-07-29T09:19:19,Campaign_9,facebook,organic
CLK000684,,OxGZMBwjZV,meta_ads,2023-09-28T07:25:15,Campaign_4,google,cpc
CLK000685,CUST0292,,organic,2023-01-26T04:00:13,Campaign_6,tiktok,email
CLK000686,CUST0417,,tiktok,2023-08-18T07:00:57,Campaign_6,google,cpc
CLK000687,CUST0416,,meta_ads,2023-11-27T21:27:22,Campaign_4,newsletter,email
CLK000688,CUST0440,,meta_ads,2023-10-10T06:29:01,Campaign_2,google,organic
CLK000689,CUST0196,,organic,2023-10-24T23:41:05,Campaign_9,google,organic
CLK000690,CUST0010,,email,2023-03-03T21:32:06,Campaign_9,facebook,organic
CLK000691,CUST0386,,organic,2023-04-30T20:13:28,Campaign_10,google,cpm
CLK000692,CUST0231,,google_ads,2023-06-13T03:59:31,Campaign_6,google,organic
CLK000693,,IiQlfVvmZe,meta_ads,2023-02-15T21:21:02,Campaign_10,google,organic
CLK000694,CUST0055,,email,2023-10-10T09:18:10,Campaign_2,facebook,email
CLK000695,CUST0414,,email,2023-11-08T23:34:12,Campaign_1,google,organic
CLK000696,CUST0463,,organic,2023-08-19T17:47:56,Campaign_1,tiktok,email
CLK000697,CUST0376,,tiktok,2023-04-20T07:02:40,Campaign_10,tiktok,cpc
CLK000698,CUST0395,,tiktok,2023-09-22T23:59:57,Campaign_9,google,organic
CLK000699,CUST0051,,email,2023-10-23T09:09:54,Campaign_4,tiktok,cpm
CLK000700,CUST0254,,email,2023-08-08T06:45:49,Campaign_2,google,cpm
CLK000701,CUST0223,,email,2023-08-20T16:01:19,Campaign_1,google,email
CLK000702,,XcvVdXpSwH,organic,2023-02-07T06:56:39,Campaign_2,newsletter,email
CLK000703,CUST0351,,meta_ads,2023-11-21T09:11:03,Campaign_10,tiktok,cpm
CLK000704,CUST0497,,google_ads,2023-06-08T22:17:00,Campaign_8,google,cpc
CLK000705,CUST0176,,email,2023-10-16T22:55:48,Campaign_6,facebook,organic
CLK000706,CUST0348,,google_ads,2023-04-10T00:15:42,Campaign_10,newsletter,email
CLK000707,CUST0365,,email,2023-09-30T17:15:51,Campaign_6,newsletter,cpm
CLK000708,CUST0146,,google_ads,2023-01-14T00:04:22,Campaign_4,google,cpm
CLK000709,CUST0043,,tiktok,2023-01-26T01:11:03,Campaign_9,newsletter,cpc
CLK000710,CUST0230,,tiktok,2023-08-17T22:20:23,Campaign_9,newsletter,cpm
CLK000711,,OJFGynXFER,email,2023-12-29T00:46:04,Campaign_4,facebook,organic
CLK000712,CUST0039,,email,2023-08-11T08:54:52,Campaign_1,google,cpc
CLK000713,CUST0070,,organic,2023-04-01T06:10:31,Campaign_4,tiktok,cpm
CLK000714,CUST0075,,organic,2023-12-24T00:54:33,Campaign_8,newsletter,cpc
CLK000715,CUST0273,,tiktok,2023-08-13T04:24:31,Campaign_5,facebook,email
CLK000716,CUST0260,,meta_ads,2023-04-02T04:23:00,Campaign_10,tiktok,organic
CLK000717,CUST0136,,meta_ads,2023-09-27T13:42:42,Campaign_5,tiktok,cpm
CLK000718,CUST0047,,meta_ads,2023-07-22T22:52:09,Campaign_1,google,cpc
CLK000719,CUST0161,,tiktok,2023-07-05T08:38:48,Campaign_7,tiktok,cpc
CLK000720,,ItYkCUZPmV,meta_ads,2023-07-02T17:51:56,Campaign_6,google,cpm
CLK000721,CUST0313,,organic,2023-04-05T01:35:29,Campaign_2,newsletter,organic
CLK000722,CUST0460,,meta_ads,2023-11-13T19:54:32,Campaign_6,facebook,cpm
CLK000723,CUST0076,,tiktok,2023-04-02T03:49:07,Campaign_5,facebook,cpc
CLK000724,CUST0379,,meta_ads,2023-08-09T22:53:18,Campaign_6,newsletter,email
CLK000725,CUST0167,,organic,2023-03-06T09:11:10,Campaign_9,google,email
CLK000726,CUST0102,,meta_ads,2023-05-26T03:56:11,Campaign_1,google,email
CLK000727,CUST0364,,tiktok,2023-11-29T16:53:21,Campaign_6,tiktok,cpc
CLK000728,CUST0458,,tiktok,2023-10-31T16:04:30,Campaign_9,facebook,organic
CLK000729,,cSCBjMBMDT,organic,2023-01-10T01:09:13,Campaign_7,facebook,organic
CLK000730,CUST0445,,email,2023-06-29T19:46:55,Campaign_4,newsletter,cpc
CLK000731,CUST0269,,google_ads,2023-05-23T14:27:40,Campaign_6,facebook,cpm
CLK000732,CUST0215,,meta_ads,2023-10-21T11:56:14,Campaign_4,google,email
CLK000733,CUST0236,,tiktok,2023-11-26T19:01:17,Campaign_1,google,cpc
CLK000734,CUST0190,,meta_ads,2023-11-27T03:38:22,Campaign_3,newsletter,cpc
CLK000735,CUST0398,,meta_ads,2023-11-21T11:50:31,Campaign_5,google,organic
CLK000736,CUST0480,,organic,2023-07-05T04:05:31,Campaign_6,newsletter,email
CLK000737,CUST0109,,organic,2023-02-04T20:31:36,Campaign_4,newsletter,email
CLK000738,,abQYrACEMd,meta_ads,2023-10-01T13:59:36,Campaign_3,facebook,email
CLK000739,CUST0411,,tiktok,2023-06-25T21:20:32,Campaign_6,facebook,email
CLK000740,CUST0406,,organic,2023-04-15T18:59:26,Campaign_5,tiktok,cpc
CLK000741,CUST0082,,tiktok,2023-12-26T22:02:36,Campaign_7,facebook,cpm
CLK000742,CUST0079,,google_ads,2023-07-30T08:33:53,Campaign_4,tiktok,email
CLK000743,CUST0426,,tiktok,2023-09-20T18:26:10,Campaign_5,facebook,email
CLK000744,CUST0063,,meta_ads,2023-07-21T02:18:32,Campaign_1,newsletter,cpc
CLK000745,CUST0287,,organic,2023-01-18T05:30:30,Campaign_7,facebook,organic
CLK000746,CUST0175,,google_ads,2023-01-15T08:17:31,Campaign_7,facebook,cpm
CLK000747,,GdhEZtpjAK,google_ads,2023-10-19T08:22:19,Campaign_1,facebook,email
CLK000748,CUST0334,,meta_ads,2023-09-04T05:05:47,Campaign_1,tiktok,email
CLK000749,CUST0307,,tiktok,2023-09-10T22:56:28,Campaign_7,facebook,organic
CLK000750,CUST0321,,google_ads,2023-09-24T15:23:40,Campaign_10,newsletter,organic
CLK000751,CUST0038,,meta_ads,2023-03-25T05:01:25,Campaign_6,facebook,cpc
CLK000752,CUST0347,,email,2023-12-12T11:31:03,Campaign_9,newsletter,cpc
CLK000753,CUST0269,,google_ads,2023-02-05T15:17:06,Campaign_1,newsletter,cpc
CLK000754,CUST0145,,email,2023-10-17T03:43:42,Campaign_3,facebook,email
CLK000755,CUST0014,,meta_ads,2023-10-30T21:43:28,Campaign_7,google,organic
CLK000756,,ZIoOoPzORj,organic,2023-07-12T13:01:41,Campaign_7,facebook,cpm
CLK000757,CUST0398,,google_ads,2023-10-05T17:14:44,Campaign_10,google,cpc
CLK000758,CUST0411,,tiktok,2023-04-01T11:06:42,Campaign_9,tiktok,cpm
CLK000759,CUST0024,,email,2023-07-02T03:11:20,Campaign_10,newsletter,organic
CLK000760,CUST0491,,organic,2023-07-19T01:54:21,Campaign_5,facebook,cpc
CLK000761,CUST0285,,google_ads,2023-08-04T23:35:41,Campaign_1,google,email
CLK000762,CUST0143,,organic,2023-03-06T12:27:33,Campaign_10,google,cpm
CLK000763,CUST0054,,google_ads,2023-03-03T22:32:46,Campaign_7,tiktok,email
CLK000764,CUST0159,,organic,2023-01-03T20:41:39,Campaign_4,google,cpm
CLK000765,,JfdBxNqKTz,tiktok,2023-07-24T05:34:59,Campaign_9,google,cpc
CLK000766,CUST0273,,tiktok,2023-08-26T07:14:34,Campaign_3,google,email
CLK000767,CUST0112,,google_ads,2023-11-29T20:08:57,Campaign_5,google,email
CLK000768,CUST0177,,meta_ads,2023-12-03T02:58:34,Campaign_8,facebook,email
CLK000769,CUST0046,,email,2023-12-11T22:33:22,Campaign_10,google,cpc
CLK000770,CUST0295,,tiktok,2023-03-29T11:27:05,Campaign_2,google,cpc
CLK000771,CUST0499,,google_ads,2023-06-28T12:33:43,Campaign_10,facebook,organic
CLK000772,CUST0033,,meta_ads,2023-06-04T03:54:38,Campaign_3,facebook,cpm
CLK000773,CUST0279,,google_ads,2023-01-30T04:33:24,Campaign_4,newsletter,cpc
CLK000774,,jSHDSRqdVo,email,2023-05-31T11:54:29,Campaign_2,facebook,email
CLK000775,CUST0019,,organic,2023-07-12T08:49:14,Campaign_3,newsletter,cpm
CLK000776,CUST0019,,tiktok,2023-05-22T13:01:36,Campaign_1,google,email
CLK000777,CUST0377,,meta_ads,2023-09-25T22:16:44,Campaign_6,facebook,cpm
CLK000778,CUST0492,,meta_ads,2023-05-21T17:59:51,Campaign_1,google,email
CLK000779,CUST0364,,meta_ads,2023-06-13T13:59:20,Campaign_3,tiktok,cpc
CLK000780,CUST0019,,tiktok,2023-11-24T10:06:09,Campaign_10,tiktok,email
CLK000781,CUST0481,,google_ads,2023-07-08T11:47:08,Campaign_4,google,organic
CLK000782,CUST0341,,google_ads,2023-11-11T15:00:51,Campaign_6,google,cpm
CLK000783,,lgExcSEWPp,google_ads,2023-07-05T13:02:06,Campaign_5,google,cpm
CLK000784,CUST0174,,email,2023-09-03T08:29:16,Campaign_7,newsletter,organic
CLK000785,CUST0123,,meta_ads,2023-08-07T19:52:27,Campaign_1,facebook,email
CLK000786,CUST0116,,email,2023-05-21T13:11:07,Campaign_8,tiktok,cpm
CLK000787,CUST0114,,email,2023-02-09T07:03:29,Campaign_10,tiktok,cpc
CLK000788,CUST0360,,google_ads,2023-01-11T17:51:06,Campaign_9,tiktok,cpc
CLK000789,CUST0201,,meta_ads,2023-09-22T17:34:29,Campaign_7,newsletter,organic
CLK000790,CUST0023,,google_ads,2023-10-05T01:04:25,Campaign_5,newsletter,cpm
CLK000791,CUST0332,,google_ads,2023-04-15T01:50:52,Campaign_7,tiktok,cpc
CLK000792,,YOlnGZTsLL,tiktok,2023-05-31T21:10:35,Campaign_5,facebook,cpc
CLK000793,CUST0051,,email,2023-02-10T23:48:18,Campaign_10,google,cpm
CLK000794,CUST0110,,meta_ads,2023-01-01T20:25:05,Campaign_2,newsletter,organic
CLK000795,CUST0054,,email,2023-07-22T20:12:20,Campaign_9,google,email
CLK000796,CUST0381,,google_ads,2023-11-24T10:01:19,Campaign_10,google,email
CLK000797,CUST0393,,tiktok,2023-01-13T13:27:56,Campaign_8,tiktok,cpc
CLK000798,CUST0471,,email,2023-12-26T05:30:56,Campaign_3,newsletter,email
CLK000799,CUST0243,,tiktok,2023-11-08T15:02:08,Campaign_1,tiktok,email
CLK000800,CUST0049,,organic,2023-09-09T11:09:55,Campaign_3,facebook,organic
CLK000801,,ZMJrBMHRHO,meta_ads,2023-01-04T22:40:46,Campaign_3,google,organic
CLK000802,CUST0433,,email,2023-07-08T19:26:58,Campaign_2,google,cpm
CLK000803,CUST0197,,tiktok,2023-03-30T08:17:24,Campaign_5,newsletter,email
CLK000804,CUST0386,,tiktok,2023-02-04T07:49:47,Campaign_5,tiktok,cpm
CLK000805,CUST0370,,organic,2023-02-14T15:51:19,Campaign_10,newsletter,organic
CLK000806,CUST0173,,meta_ads,2023-01-26T00:29:54,Campaign_5,tiktok,organic
CLK000807,CUST0182,,google_ads,2023-08-06T10:57:06,Campaign_1,google,cpm
CLK000808,CUST0322,,email,2023-12-15T15:28:52,Campaign_1,newsletter,organic
CLK000809,CUST0157,,organic,2023-03-18T00:58:56,Campaign_6,newsletter,organic
CLK000810,,hxhnveXFDW,tiktok,2023-05-06T14:19:17,Campaign_1,google,organic
CLK000811,CUST0364,,organic,2023-09-16T06:22:51,Campaign_5,newsletter,cpc
CLK000812,CUST0078,,meta_ads,2023-06-12T11:14:04,Campaign_1,newsletter,organic
CLK000813,CUST0058,,organic,2023-01-24T00:14:12,Campaign_7,google,cpm
CLK000814,CUST0089,,tiktok,2023-03-07T22:38:52,Campaign_6,tiktok,cpm
CLK000815,CUST0339,,google_ads,2023-03-15T02:13:17,Campaign_5,google,email
CLK000816,CUST0216,,meta_ads,2023-03-14T12:15:30,Campaign_9,google,organic
CLK000817,CUST0154,,google_ads,2023-07-10T23:46:55,Campaign_6,tiktok,cpc
CLK000818,CUST0050,,organic,2023-04-07T01:13:41,Campaign_8,google,organic
CLK000819,,OnifjkNFvG,google_ads,2023-01-11T05:08:08,Campaign_9,facebook,email
CLK000820,CUST0334,,tiktok,2023-06-18T13:47:50,Campaign_2,facebook,cpc
CLK000821,CUST0401,,organic,2023-04-21T15:22:58,Campaign_7,tiktok,email
CLK000822,CUST0429,,organic,2023-05-27T00:47:41,Campaign_5,newsletter,organic
CLK000823,CUST0196,,meta_ads,2023-05-09T12:09:15,Campaign_1,tiktok,organic
CLK000824,CUST0030,,google_ads,2023-09-09T22:59:09,Campaign_5,facebook,cpm
CLK000825,CUST0183,,organic,2023-12-09T20:10:13,Campaign_1,facebook,email
CLK000826,CUST0062,,google_ads,2023-02-26T00:32:53,Campaign_9,tiktok,organic
CLK000827,CUST0392,,google_ads,2023-04-08T10:24:39,Campaign_4,facebook,organic
CLK000828,,JhmWILNrDB,google_ads,2023-12-01T10:01:59,Campaign_10,google,organic
CLK000829,CUST0096,,email,2023-11-29T12:49:33,Campaign_4,google,organic
CLK000830,CUST0100,,google_ads,2023-06-18T04:26:50,Campaign_8,facebook,cpc
CLK000831,CUST0376,,email,2023-03-29T08:58:03,Campaign_1,facebook,organic
CLK000832,CUST0010,,google_ads,2023-10-14T11:08:07,Campaign_7,newsletter,email
CLK000833,CUST0406,,organic,2023-08-19T02:13:38,Campaign_3,google,cpc
CLK000834,CUST0377,,google_ads,2023-05-08T12:44:23,Campaign_1,newsletter,cpc
CLK000835,CUST0297,,organic,2023-01-14T14:15:32,Campaign_10,tiktok,email
CLK000836,CUST0151,,tiktok,2023-05-16T06:51:16,Campaign_5,google,email
CLK000837,,EZgqAPyCpg,tiktok,2023-10-17T08:55:59,Campaign_6,newsletter,email
CLK000838,CUST0218,,email,2023-05-03T03:00:53,Campaign_10,newsletter,cpm
CLK000839,CUST0289,,organic,2023-03-11T22:14:50,Campaign_7,facebook,cpm
CLK000840,CUST0367,,organic,2023-03-26T20:00:32,Campaign_3,tiktok,cpm
CLK000841,CUST0251,,google_ads,2023-03-16T01:02:05,Campaign_10,google,cpc
CLK000842,CUST0168,,organic,2023-06-07T11:31:51,Campaign_6,google,organic
CLK000843,CUST0033,,meta_ads,2023-04-30T16:32:59,Campaign_4,google,email
CLK000844,CUST0204,,email,2023-09-11T03:56:13,Campaign_4,facebook,email
CLK000845,CUST0197,,email,2023-02-03T08:10:34,Campaign_7,google,organic
CLK000846,,QGEyaJjmMw,meta_ads,2023-06-29T14:46:46,Campaign_4,google,cpc
CLK000847,CUST0112,,google_ads,2023-07-24T02:18:35,Campaign_5,facebook,organic
CLK000848,CUST0039,,meta_ads,2023-05-14T18:34:59,Campaign_8,google,email
CLK000849,CUST0384,,email,2023-02-25T11:49:18,Campaign_7,google,cpc
CLK000850,CUST0056,,tiktok,2023-06-29T03:18:50,Campaign_7,facebook,cpc
CLK000851,CUST0228,,meta_ads,2023-04-10T03:55:37,Campaign_8,newsletter,cpm
CLK000852,CUST0376,,tiktok,2023-05-02T04:23:05,Campaign_2,tiktok,organic
CLK000853,CUST0478,,tiktok,2023-11-05T03:58:12,Campaign_7,tiktok,email
CLK000854,CUST0463,,meta_ads,2023-01-25T22:29:25,Campaign_2,newsletter,organic
CLK000855,,EvmHaCHUnC,google_ads,2023-02-18T09:07:37,Campaign_5,tiktok,email
CLK000856,CUST0260,,google_ads,2023-06-07T03:09:13,Campaign_6,newsletter,cpc
CLK000857,CUST0266,,email,2023-01-19T08:18:15,Campaign_5,google,cpc
CLK000858,CUST0385,,meta_ads,2023-04-20T05:55:18,Campaign_5,newsletter,cpm
CLK000859,CUST0285,,email,2023-10-31T14:25:29,Campaign_3,newsletter,cpc
CLK000860,CUST0240,,meta_ads,2023-04-12T20:50:22,Campaign_7,google,email
CLK000861,CUST0112,,organic,2023-11-21T02:05:31,Campaign_4,google,organic
CLK000862,CUST0289,,meta_ads,2023-09-25T19:02:52,Campaign_2,google,cpm
CLK000863,CUST0232,,meta_ads,2023-10-24T08:44:19,Campaign_3,facebook,cpc
CLK000864,,palOHOlDIu,organic,2023-06-10T04:01:30,Campaign_5,facebook,email
CLK000865,CUST0102,,email,2023-09-26T03:20:37,Campaign_7,google,cpm
CLK000866,CUST0450,,meta_ads,2023-12-26T13:27:59,Campaign_8,facebook,cpm
CLK000867,CUST0326,,organic,2023-11-11T12:10:19,Campaign_9,google,cpc
CLK000868,CUST0187,,tiktok,2023-12-15T18:38:51,Campaign_4,facebook,organic
CLK000869,CUST0353,,email,2023-07-27T17:53:54,Campaign_4,google,cpm
CLK000870,CUST0046,,meta_ads,2023-06-04T09:12:14,Campaign_8,google,email
CLK000871,CUST0027,,meta_ads,2023-04-05T21:31:00,Campaign_9,tiktok,cpc
CLK000872,CUST0468,,organic,2023-10-22T20:30:02,Campaign_9,newsletter,email
CLK000873,,aAqZyvJnAa,google_ads,2023-04-07T09:12:59,Campaign_10,google,email
CLK000874,CUST0247,,email,2023-01-29T22:44:17,Campaign_3,facebook,email
CLK000875,CUST0313,,meta_ads,2023-08-22T16:35:54,Campaign_9,tiktok,cpm
CLK000876,CUST0483,,google_ads,2023-10-29T19:02:27,Campaign_9,facebook,cpm
CLK000877,CUST0404,,organic,2023-09-08T23:28:03,Campaign_9,google,organic
CLK000878,CUST0218,,email,2023-05-16T07:03:43,Campaign_4,tiktok,cpm
CLK000879,CUST0424,,organic,2023-08-18T03:45:39,Campaign_9,facebook,cpm
CLK000880,CUST0485,,meta_ads,2023-01-17T14:20:33,Campaign_8,facebook,organic
CLK000881,CUST0417,,email,2023-06-10T21:46:43,Campaign_2,google,organic
CLK000882,,wUROiZQuCd,email,2023-04-19T12:33:16,Campaign_7,newsletter,cpc
CLK000883,CUST0044,,tiktok,2023-10-01T07:27:49,Campaign_2,facebook,cpc
CLK000884,CUST0131,,tiktok,2023-06-19T22:00:44,Campaign_2,facebook,cpc
CLK000885,CUST0288,,meta_ads,2023-10-22T02:22:25,Campaign_7,facebook,organic
CLK000886,CUST0281,,organic,2023-04-30T10:45:57,Campaign_9,tiktok,email
CLK000887,CUST0096,,meta_ads,2023-11-14T00:16:04,Campaign_8,newsletter,cpc
CLK000888,CUST0246,,meta_ads,2023-11-08T20:21:22,Campaign_3,newsletter,email
CLK000889,CUST0497,,organic,2023-01-10T20:07:43,Campaign_7,facebook,organic
CLK000890,CUST0328,,google_ads,2023-10-02T03:26:38,Campaign_4,newsletter,cpc
CLK000891,,wOpKEnlUvK,meta_ads,2023-07-04T17:10:05,Campaign_6,newsletter,cpc
CLK000892,CUST0464,,email,2023-04-16T18:34:03,Campaign_6,facebook,organic
CLK000893,CUST0247,,organic,2023-07-07T01:23:43,Campaign_8,tiktok,cpm
CLK000894,CUST0353,,email,2023-04-18T09:51:55,Campaign_6,facebook,email
CLK000895,CUST0038,,email,2023-09-22T12:41:34,Campaign_9,facebook,email
CLK000896,CUST0150,,tiktok,2023-07-30T05:31:51,Campaign_10,facebook,cpm
CLK000897,CUST0389,,email,2023-12-11T08:32:05,Campaign_7,google,organic
CLK000898,CUST0067,,tiktok,2023-04-14T16:25:27,Campaign_6,google,cpm
CLK000899,CUST0180,,organic,2023-07-12T20:00:44,Campaign_1,facebook,cpc
CLK000900,,ZQirXCVVNL,meta_ads,2023-06-20T03:55:57,Campaign_7,facebook,cpm
CLK000901,CUST0302,,tiktok,2023-01-01T23:48:17,Campaign_4,google,organic
CLK000902,CUST0110,,organic,2023-04-10T05:04:19,Campaign_2,facebook,email
CLK000903,CUST0313,,email,2023-01-04T17:32:41,Campaign_9,newsletter,organic
CLK000904,CUST0164,,google_ads,2023-01-06T21:29:06,Campaign_9,newsletter,cpc
CLK000905,CUST0315,,email,2023-06-29T14:58:46,Campaign_1,newsletter,cpm
CLK000906,CUST0320,,meta_ads,2023-09-21T11:18:22,Campaign_2,facebook,cpm
CLK000907,CUST0319,,tiktok,2023-01-13T12:51:30,Campaign_3,newsletter,organic
CLK000908,CUST0302,,tiktok,2023-03-12T12:44:08,Campaign_6,google,cpc
CLK000909,,UuxsyBlhda,organic,2023-09-18T01:28:52,Campaign_1,tiktok,email
CLK000910,CUST0031,,tiktok,2023-05-03T03:46:42,Campaign_8,facebook,organic
CLK000911,CUST0060,,google_ads,2023-08-11T05:42:13,Campaign_7,google,cpc
CLK000912,CUST0383,,organic,2023-12-27T10:35:35,Campaign_7,google,email
CLK000913,CUST0450,,google_ads,2023-09-14T07:33:55,Campaign_6,facebook,cpc
CLK000914,CUST0226,,organic,2023-06-07T15:01:45,Campaign_1,facebook,organic
CLK000915,CUST0150,,tiktok,2023-05-27T06:12:20,Campaign_10,newsletter,cpc
CLK000916,CUST0262,,google_ads,2023-04-24T22:14:10,Campaign_4,facebook,email
CLK000917,CUST0444,,email,2023-06-25T08:44:59,Campaign_6,newsletter,organic
CLK000918,,SsuaCnZvtm,email,2023-08-01T06:13:08,Campaign_3,tiktok,email
CLK000919,CUST0302,,organic,2023-05-27T11:26:52,Campaign_1,google,email
CLK000920,CUST0388,,tiktok,2023-07-20T23:42:50,Campaign_9,google,organic
CLK000921,CUST0056,,tiktok,2023-09-06T07:52:16,Campaign_1,facebook,email
CLK000922,CUST0115,,tiktok,2023-07-24T10:48:08,Campaign_8,tiktok,organic
CLK000923,CUST0054,,meta_ads,2023-11-08T11:08:40,Campaign_7,google,cpm
CLK000924,CUST0444,,organic,2023-08-26T20:35:28,Campaign_1,facebook,cpm
CLK000925,CUST0336,,email,2023-03-22T21:23:03,Campaign_1,tiktok,organic
CLK000926,CUST0111,,google_ads,2023-09-24T14:42:45,Campaign_3,google,cpm
CLK000927,,oSqRFFVyru,email,2023-07-08T09:35:08,Campaign_3,facebook,cpc
CLK000928,CUST0196,,meta_ads,2023-06-12T18:16:18,Campaign_6,newsletter,cpm
CLK000929,CUST0227,,google_ads,2023-09-09T09:44:52,Campaign_6,google,cpc
CLK000930,CUST0146,,google_ads,2023-04-02T17:00:54,Campaign_7,newsletter,email
CLK000931,CUST0248,,organic,2023-07-08T23:32:34,Campaign_10,tiktok,cpm
CLK000932,CUST0381,,meta_ads,2023-10-07T10:20:58,Campaign_3,tiktok,email
CLK000933,CUST0246,,meta_ads,2023-07-01T17:16:47,Campaign_2,newsletter,email
