payment_id,order_id,attempt_number,payment_provider,payment_method,status,amount,currency,created_at,processed_at,failure_reason
PAY000457,ORD00627,2,stripe,bank_transfer,refunded,390.26,EUR,2023/11/12 07:47,2023-04-22T20:04:33,insufficient_funds
PAY000458,ORD00256,3,STRIPE,apple_pay,partially_refunded,472.91,AED,2023/05/09 01:40,2023-05-14T09:53:20,insufficient_funds
PAY000459,ORD00276,1,adyen,card,partially_refunded,432.36,USD,2023/10/22 19:29,2023-11-28T02:28:46,
PAY000460,ORD00926,3,adyen,bank_transfer,failed,440.78,EUR,2023/11/24 14:15,2023-09-03T06:31:18,
PAY000461,ORD00255,3,paypal,bank_transfer,refunded,148.86,USD,2023/05/06 07:55,2023-08-22T09:09:50,insufficient_funds
PAY000462,ORD00883,2,paypal,apple_pay,authorized,136.72,USD,2023/11/08 16:28,,
PAY000463,ORD00207,1,stripe,bank_transfer,partially_refunded,176.71,USD,2023/08/02 18:50,2023-07-17T13:02:35,
PAY000464,ORD00218,2,adyen,bank_transfer,partially_refunded,326.08,AED,2023/05/27 12:36,2023-07-20T12:40:56,
PAY000465,ORD00441,2,adyen,apple_pay,authorized,210.21,USD,2023/06/27 16:55,2023-09-29T23:05:00,
PAY000466,ORD00658,1,paypal,bank_transfer,authorized,51.65,EUR,2023/08/30 06:14,2023-06-21T00:01:50,
PAY000467,ORD00083,1,STRIPE,bank_transfer,failed,400.1,AED,2023/12/29 02:03,2023-06-23T23:57:01,insufficient_funds
PAY000468,ORD00402,2,adyen,apple_pay,refunded,366.67,USD,2023/09/11 10:51,2023-05-12T12:58:24,insufficient_funds
PAY000469,ORD00746,3,paypal,card,authorized,198.34,AED,2023/04/24 14:35,2023-04-12T06:27:15,
PAY000470,ORD00741,3,STRIPE,card,failed,350.2,EUR,2023/08/26 04:06,2023-12-11T16:57:20,
PAY000471,ORD00446,3,adyen,card,failed,168.86,USD,2023/09/08 18:28,2023-05-11T03:34:46,
PAY000472,ORD00419,3,STRIPE,apple_pay,failed,162.32,USD,2023/11/17 07:55,2023-10-04T11:41:49,
PAY000473,ORD00271,1,paypal,card,refunded,417.41,AED,2023/08/17 06:56,2023-03-07T04:10:58,
PAY000474,ORD00821,2,stripe,apple_pay,authorized,423.8,EUR,2023/01/22 15:08,2023-12-01T20:19:36,
PAY000475,ORD00247,3,adyen,bank_transfer,refunded,219.64,USD,2023/10/21 10:25,2023-05-27T04:13:42,
PAY000476,ORD00309,3,stripe,bank_transfer,refunded,382.69,USD,2023/07/20 21:36,2023-09-09T04:50:46,
PAY000477,ORD00251,3,paypal,bank_transfer,authorized,338.87,USD,2023/05/06 11:17,2023-07-18T21:34:26,
PAY000478,ORD00020,3,stripe,card,authorized,426.58,USD,2023/06/20 14:20,2023-08-02T07:34:52,
PAY000479,ORD00616,2,stripe,bank_transfer,captured,10.75,EUR,2023/09/07 14:24,2023-12-24T13:10:46,
PAY000480,ORD00378,1,paypal,apple_pay,failed,266.85,EUR,2023/01/19 22:35,2023-12-13T05:41:42,
PAY000481,ORD00336,2,STRIPE,card,captured,376.21,USD,2023/04/09 12:55,2023-04-29T01:54:03,
PAY000482,ORD00217,3,adyen,apple_pay,partially_refunded,392.63,EUR,2023/10/18 04:29,2023-10-14T21:38:40,
PAY000483,ORD00239,1,stripe,bank_transfer,captured,106.13,EUR,2023/06/20 18:42,2023-09-21T22:35:15,
PAY000484,ORD00489,3,stripe,apple_pay,captured,420.72,EUR,2023/04/28 01:44,,
PAY000485,ORD00366,2,paypal,apple_pay,captured,340.85,USD,2023/05/31 17:34,2023-04-06T03:35:36,
PAY000486,ORD00456,3,adyen,bank_transfer,authorized,259.63,AED,2023/12/22 06:50,2023-12-11T06:32:33,
PAY000487,ORD00834,2,adyen,apple_pay,failed,310.51,AED,2023/04/22 09:40,2023-09-10T11:01:42,
PAY000488,ORD00293,3,adyen,card,partially_refunded,183.53,USD,2023/06/23 06:11,2023-10-19T05:37:02,
PAY000489,ORD00260,1,STRIPE,apple_pay,refunded,238.21,AED,2023/07/04 14:18,2023-04-20T06:46:07,insufficient_funds
PAY000490,ORD00894,1,stripe,apple_pay,refunded,238.95,USD,2023/04/30 15:56,2023-08-20T18:19:32,
PAY000491,ORD00205,2,stripe,card,failed,379.65,USD,2023/09/11 02:39,2023-10-29T17:45:08,
PAY000492,ORD00637,3,stripe,card,authorized,289.78,EUR,2023/10/14 19:05,2023-01-14T00:12:57,
PAY000493,ORD00382,2,adyen,bank_transfer,partially_refunded,83.51,AED,2023/04/23 19:42,2023-10-08T12:48:13,
PAY000494,ORD00251,3,adyen,bank_transfer,refunded,189.07,EUR,2023/03/12 00:27,2023-12-21T21:07:20,
PAY000495,ORD00694,1,paypal,apple_pay,authorized,319.34,AED,2023/10/24 04:48,2023-01-06T05:37:52,
PAY000496,ORD00038,2,paypal,card,partially_refunded,371.06,USD,2023/01/24 06:35,2023-10-13T16:24:12,
PAY000497,ORD00316,3,adyen,apple_pay,authorized,48.55,AED,2023/10/25 05:53,2023-08-21T04:24:14,
PAY000498,ORD00606,3,paypal,apple_pay,authorized,52.51,USD,2023/09/23 04:35,2023-12-11T08:56:10,
PAY000499,ORD00221,3,paypal,apple_pay,refunded,218.93,EUR,2023/10/11 13:38,2023-04-29T23:58:22,
PAY000500,ORD00436,1,paypal,bank_transfer,refunded,337.78,EUR,2023/10/07 19:59,2023-06-29T06:02:05,
PAY000501,ORD00422,2,paypal,bank_transfer,captured,357.0,USD,2023/10/15 12:47,2023-05-25T19:20:37,
PAY000502,ORD00378,2,adyen,bank_transfer,partially_refunded,193.71,AED,2023/09/07 06:58,2023-08-29T07:51:33,insufficient_funds
PAY000503,ORD00736,1,STRIPE,bank_transfer,captured,11.77,USD,2023/08/12 00:24,2023-10-01T13:13:11,insufficient_funds
PAY000504,ORD00433,2,stripe,apple_pay,failed,420.71,AED,2023/04/04 23:18,2023-08-31T00:06:06,
PAY000505,ORD00179,1,stripe,apple_pay,authorized,183.73,USD,2023/12/07 01:50,2023-02-04T06:27:03,
PAY000506,ORD00386,1,adyen,apple_pay,failed,231.02,USD,2023/03/24 19:17,,
PAY000507,ORD00859,1,adyen,apple_pay,partially_refunded,176.4,EUR,2023/06/26 18:50,2023-04-27T05:02:49,
PAY000508,ORD00848,1,stripe,card,failed,306.8,EUR,2023/02/10 01:04,2023-01-07T11:32:03,
PAY000509,ORD00765,3,STRIPE,bank_transfer,captured,393.71,EUR,2023/09/08 13:08,2023-03-29T15:18:23,
PAY000510,ORD00085,3,paypal,apple_pay,failed,463.58,EUR,2023/07/06 01:13,2023-04-28T11:00:15,insufficient_funds
PAY000511,ORD00093,1,adyen,card,partially_refunded,340.41,USD,2023/02/24 21:31,2023-05-19T00:01:22,
PAY000512,ORD00201,2,paypal,apple_pay,partially_refunded,409.21,EUR,2023/03/23 13:41,2023-08-30T13:28:02,
PAY000513,ORD00795,3,adyen,bank_transfer,captured,349.95,EUR,2023/08/02 17:53,2023-08-22T22:00:18,
PAY000514,ORD00898,3,stripe,bank_transfer,partially_refunded,158.76,AED,2023/11/05 05:23,2023-01-30T12:08:59,
PAY000515,ORD00995,3,paypal,apple_pay,failed,405.75,USD,2023/05/27 07:56,2023-06-28T22:10:48,
PAY000516,ORD00636,1,STRIPE,bank_transfer,captured,471.81,USD,2023/08/17 04:47,2023-03-27T13:42:38,
PAY000517,ORD00781,3,stripe,bank_transfer,authorized,368.85,USD,2023/07/26 22:42,2023-01-26T06:07:46,
PAY000518,ORD00887,2,STRIPE,apple_pay,captured,354.75,USD,2023/05/02 01:47,2023-12-22T05:52:55,insufficient_funds
PAY000519,ORD00706,3,adyen,bank_transfer,refunded,374.84,USD,2023/10/24 08:52,2023-11-25T22:32:04,insufficient_funds
PAY000520,ORD00602,3,stripe,card,authorized,262.36,USD,2023/07/03 09:03,2023-12-18T07:30:30,insufficient_funds
PAY000521,ORD00093,1,adyen,bank_transfer,refunded,53.18,USD,2023/02/02 13:30,2023-05-10T01:38:04,
PAY000522,ORD00365,2,STRIPE,card,authorized,167.16,USD,2023/03/15 17:09,2023-01-23T20:51:28,
PAY000523,ORD00304,1,paypal,apple_pay,partially_refunded,53.1,AED,2023/02/08 18:16,2023-12-14T01:55:07,insufficient_funds
PAY000524,ORD00910,3,paypal,apple_pay,partially_refunded,279.02,AED,2023/10/26 06:46,2023-05-02T12:05:09,
PAY000525,ORD00417,3,paypal,card,failed,169.51,EUR,2023/02/16 11:29,2023-11-01T02:53:07,
PAY000526,ORD00998,1,stripe,card,refunded,469.99,AED,2023/04/14 15:41,2023-05-13T12:37:01,insufficient_funds
PAY000527,ORD00427,2,stripe,bank_transfer,authorized,21.22,USD,2023/12/23 09:45,2023-09-27T19:46:07,
PAY000528,ORD00657,2,stripe,card,authorized,448.63,AED,2023/10/10 05:25,,
PAY000529,ORD00136,1,adyen,card,authorized,208.2,USD,2023/06/12 02:28,2023-11-17T02:21:03,
PAY000530,ORD00129,1,stripe,bank_transfer,refunded,184.36,AED,2023/06/06 03:55,2023-03-08T05:10:04,
PAY000531,ORD00391,3,paypal,card,authorized,269.25,AED,2023/04/16 05:48,2023-07-12T20:21:42,
PAY000532,ORD00955,3,stripe,bank_transfer,authorized,15.45,AED,2023/03/31 11:25,2023-02-24T00:59:36,
PAY000533,ORD00650,3,adyen,apple_pay,captured,382.43,AED,2023/09/01 14:50,2023-06-27T00:58:13,insufficient_funds
PAY000534,ORD00207,1,STRIPE,card,authorized,480.48,AED,2023/06/29 22:17,2023-12-21T12:33:20,
PAY000535,ORD00573,2,paypal,bank_transfer,captured,134.5,USD,2023/08/05 02:57,2023-06-29T20:13:27,
PAY000536,ORD00149,3,adyen,card,failed,173.99,AED,2023/11/12 02:48,2023-01-18T08:35:45,
PAY000537,ORD00525,3,stripe,bank_transfer,captured,457.63,AED,2023/06/05 02:59,2023-01-07T04:31:49,
PAY000538,ORD00045,2,stripe,card,captured,138.45,EUR,2023/11/01 03:43,2023-05-20T06:30:27,
PAY000539,ORD00908,2,adyen,apple_pay,refunded,349.37,AED,2023/05/13 10:57,2023-01-17T04:16:52,
PAY000540,ORD00024,2,stripe,bank_transfer,partially_refunded,486.31,AED,2023/07/16 03:29,2023-05-09T08:18:56,
PAY000541,ORD00987,3,adyen,card,authorized,55.95,EUR,2023/05/08 20:38,2023-09-01T12:06:36,
PAY000542,ORD00442,1,STRIPE,bank_transfer,partially_refunded,251.15,AED,2023/12/26 21:53,2023-07-18T05:44:33,
PAY000543,ORD00902,2,adyen,apple_pay,partially_refunded,315.49,USD,2023/01/29 18:22,2023-03-22T00:05:33,
PAY000544,ORD00982,1,paypal,bank_transfer,captured,443.67,USD,2023/11/24 12:33,2023-08-18T17:54:30,insufficient_funds
PAY000545,ORD00091,1,STRIPE,bank_transfer,refunded,14.47,EUR,2023/07/07 04:30,2023-11-19T14:45:30,
PAY000546,ORD00682,2,stripe,bank_transfer,partially_refunded,17.56,AED,2023/01/07 11:26,2023-03-22T12:18:40,
PAY000547,ORD00779,3,adyen,bank_transfer,partially_refunded,400.84,EUR,2023/10/11 10:43,2023-04-06T11:52:42,
PAY000548,ORD00974,3,adyen,apple_pay,authorized,298.67,USD,2023/04/11 19:47,2023-06-28T11:47:45,
PAY000549,ORD00749,1,adyen,card,failed,225.84,AED,2023/04/03 23:04,2023-08-17T13:26:27,
PAY000550,ORD00096,3,paypal,apple_pay,captured,323.41,AED,2023/05/09 16:41,,
PAY000551,ORD00130,3,paypal,apple_pay,authorized,405.84,EUR,2023/12/02 18:01,2023-07-18T06:30:41,
PAY000552,ORD00414,3,paypal,apple_pay,refunded,347.5,USD,2023/08/19 07:10,2023-12-12T23:57:57,insufficient_funds
PAY000553,ORD00793,3,STRIPE,card,partially_refunded,454.05,AED,2023/07/28 08:44,2023-12-16T22:34:57,insufficient_funds
PAY000554,ORD00783,1,STRIPE,card,captured,193.02,USD,2023/06/19 15:10,2023-12-15T20:33:20,
PAY000555,ORD00352,2,adyen,bank_transfer,refunded,247.63,EUR,2023/09/06 05:12,2023-07-12T07:40:58,
PAY000556,ORD00626,2,adyen,apple_pay,partially_refunded,117.22,EUR,2023/10/13 01:59,2023-04-20T00:33:35,
PAY000557,ORD00851,3,paypal,apple_pay,captured,48.88,EUR,2023/09/05 01:36,2023-03-19T22:20:37,insufficient_funds
PAY000558,ORD00490,2,adyen,bank_transfer,failed,303.85,USD,2023/12/25 18:07,2023-07-15T07:47:59,
PAY000559,ORD00501,2,paypal,apple_pay,authorized,483.81,USD,2023/10/02 02:06,2023-09-05T01:00:27,
PAY000560,ORD00540,2,STRIPE,apple_pay,refunded,168.38,USD,2023/11/22 20:19,2023-10-18T13:39:14,
PAY000561,ORD00809,3,paypal,apple_pay,failed,173.98,EUR,2023/08/27 02:46,2023-06-07T18:36:35,
PAY000562,ORD00326,1,adyen,bank_transfer,refunded,162.23,USD,2023/08/26 10:26,2023-06-06T15:03:08,
PAY000563,ORD00614,2,STRIPE,bank_transfer,authorized,457.62,USD,2023/08/08 16:56,2023-03-22T05:08:16,
PAY000564,ORD00517,1,stripe,card,refunded,394.3,USD,2023/02/03 08:17,2023-10-22T14:40:23,
PAY000565,ORD00590,2,STRIPE,card,failed,80.85,AED,2023/04/20 00:54,2023-10-22T21:25:03,
PAY000566,ORD00763,1,adyen,bank_transfer,partially_refunded,92.02,EUR,2023/06/09 07:25,2023-08-03T21:06:13,insufficient_funds
PAY000567,ORD00644,3,adyen,apple_pay,authorized,477.91,AED,2023/12/06 12:33,2023-07-16T13:40:01,
PAY000568,ORD00282,1,STRIPE,card,failed,281.24,USD,2023/11/22 15:26,2023-11-28T18:57:13,
PAY000569,ORD00225,2,STRIPE,apple_pay,partially_refunded,205.57,AED,2023/07/08 17:34,2023-02-10T12:23:48,
PAY000570,ORD00335,2,adyen,apple_pay,authorized,179.07,AED,2023/03/01 21:37,2023-12-13T14:40:04,
PAY000571,ORD00630,2,paypal,apple_pay,refunded,320.17,USD,2023/07/12 12:56,2023-02-22T19:55:10,insufficient_funds
PAY000572,ORD00341,3,STRIPE,apple_pay,failed,315.78,USD,2023/02/11 14:06,,
PAY000573,ORD00157,3,adyen,apple_pay,refunded,372.05,AED,2023/03/01 15:19,2023-11-08T20:41:05,
PAY000574,ORD00756,1,STRIPE,card,failed,485.23,AED,2023/12/11 02:44,2023-11-27T00:37:50,
PAY000575,ORD00859,3,STRIPE,bank_transfer,captured,431.84,AED,2023/07/13 01:33,2023-06-26T07:28:54,
PAY000576,ORD00328,3,STRIPE,card,captured,199.28,EUR,2023/04/11 21:42,2023-03-26T11:39:29,
PAY000577,ORD00380,2,paypal,bank_transfer,partially_refunded,140.83,AED,2023/06/03 13:37,2023-01-01T23:33:35,
PAY000578,ORD00625,1,paypal,apple_pay,authorized,336.49,AED,2023/09/28 16:12,2023-08-10T04:17:32,
PAY000579,ORD00622,3,stripe,apple_pay,refunded,193.58,USD,2023/03/01 11:42,2023-08-11T08:53:38,
PAY000580,ORD00284,2,stripe,apple_pay,partially_refunded,392.57,EUR,2023/03/22 00:08,2023-09-19T01:12:43,insufficient_funds
PAY000581,ORD00940,2,STRIPE,bank_transfer,captured,263.5,AED,2023/05/11 14:57,2023-09-15T11:16:06,
PAY000582,ORD00279,2,paypal,apple_pay,failed,195.83,EUR,2023/08/15 03:53,2023-12-15T16:56:44,insufficient_funds
PAY000583,ORD00020,2,adyen,apple_pay,partially_refunded,139.03,AED,2023/03/23 15:38,2023-09-06T00:37:18,
PAY000584,ORD00228,2,paypal,bank_transfer,refunded,59.91,EUR,2023/11/07 23:05,2023-08-07T21:51:11,insufficient_funds
PAY000585,ORD00145,3,stripe,bank_transfer,failed,386.16,USD,2023/07/09 02:01,2023-06-07T06:05:03,
PAY000586,ORD00711,1,adyen,card,failed,113.15,AED,2023/06/30 03:02,2023-07-01T05:13:29,insufficient_funds
PAY000587,ORD00053,3,stripe,card,authorized,475.38,AED,2023/04/08 23:14,2023-06-29T13:21:18,
PAY000588,ORD00235,2,adyen,card,authorized,411.14,AED,2023/04/12 21:53,2023-09-27T14:44:00,
PAY000589,ORD00137,1,adyen,apple_pay,refunded,481.34,EUR,2023/06/05 20:18,2023-04-09T20:41:35,insufficient_funds
PAY000590,ORD00351,2,paypal,apple_pay,authorized,202.82,EUR,2023/12/07 00:35,2023-09-09T22:20:03,
PAY000591,ORD00220,3,adyen,card,captured,431.74,AED,2023/05/23 10:03,2023-05-25T19:29:12,
PAY000592,ORD00019,3,adyen,apple_pay,partially_refunded,157.69,EUR,2023/05/21 15:15,2023-12-27T09:16:13,
PAY000593,ORD00670,2,paypal,card,captured,395.83,AED,2023/10/28 08:43,2023-12-20T01:16:14,
PAY000594,ORD00656,1,STRIPE,apple_pay,captured,126.78,AED,2023/10/13 20:35,,
PAY000595,ORD00986,3,adyen,apple_pay,authorized,157.29,EUR,2023/02/09 12:29,2023-04-08T17:17:35,
PAY000596,ORD00608,2,stripe,apple_pay,refunded,338.03,EUR,2023/10/07 18:16,2023-11-11T07:45:30,
PAY000597,ORD00711,1,adyen,card,partially_refunded,181.16,EUR,2023/08/11 02:32,2023-05-13T01:27:18,
PAY000598,ORD00531,3,STRIPE,apple_pay,failed,192.7,EUR,2023/01/15 09:36,2023-02-17T15:17:07,
PAY000599,ORD00196,3,paypal,card,authorized,48.14,EUR,2023/08/28 03:26,2023-09-21T05:35:45,insufficient_funds
PAY000600,ORD00867,1,stripe,apple_pay,authorized,470.66,EUR,2023/08/11 10:41,2023-11-04T00:43:03,
PAY000601,ORD00589,1,paypal,bank_transfer,refunded,353.36,USD,2023/07/25 10:39,2023-05-02T09:39:11,
PAY000602,ORD00101,2,STRIPE,card,failed,293.37,USD,2023/09/16 02:21,2023-08-02T11:21:47,
PAY000603,ORD00946,3,paypal,apple_pay,refunded,341.66,EUR,2023/03/18 20:57,2023-11-04T00:48:08,
PAY000604,ORD00246,2,adyen,bank_transfer,partially_refunded,301.23,USD,2023/07/09 22:16,2023-01-23T10:40:08,
PAY000605,ORD00137,3,STRIPE,apple_pay,authorized,483.85,USD,2023/11/08 00:25,2023-05-15T03:25:00,
PAY000606,ORD00772,1,stripe,card,failed,102.89,AED,2023/07/01 18:57,2023-12-20T17:02:36,
PAY000607,ORD00169,2,adyen,bank_transfer,captured,221.78,AED,2023/12/25 09:54,2023-03-29T09:18:02,
PAY000608,ORD00730,3,paypal,apple_pay,authorized,475.84,EUR,2023/07/22 00:14,2023-01-09T16:17:10,insufficient_funds
PAY000609,ORD00787,3,stripe,bank_transfer,authorized,457.94,AED,2023/10/07 23:25,2023-03-30T16:09:53,
PAY000610,ORD00793,3,paypal,apple_pay,partially_refunded,408.74,EUR,2023/11/17 03:36,2023-01-10T18:47:12,
PAY000611,ORD00998,2,STRIPE,bank_transfer,refunded,126.27,AED,2023/07/02 20:52,2023-11-11T11:40:44,
PAY000612,ORD00271,3,stripe,card,partially_refunded,433.35,AED,2023/06/01 14:14,2023-06-16T16:06:01,
PAY000613,ORD00107,1,STRIPE,bank_transfer,captured,478.89,USD,2023/01/30 08:15,2023-04-13T11:17:54,
PAY000614,ORD00171,2,STRIPE,apple_pay,authorized,462.4,AED,2023/07/09 23:58,2023-11-03T16:42:22,
PAY000615,ORD00582,1,adyen,bank_transfer,failed,203.21,EUR,2023/06/25 08:19,2023-04-13T13:38:44,
PAY000616,ORD00280,2,adyen,bank_transfer,captured,98.62,AED,2023/11/15 01:22,,
PAY000617,ORD00294,1,stripe,bank_transfer,authorized,400.67,AED,2023/07/26 17:36,2023-09-16T13:04:43,
PAY000618,ORD00927,3,adyen,card,captured,197.2,EUR,2023/03/14 20:22,2023-07-18T12:49:00,
PAY000619,ORD00704,2,STRIPE,card,captured,280.78,AED,2023/09/07 21:33,2023-07-29T15:59:58,insufficient_funds
PAY000620,ORD00608,1,paypal,bank_transfer,refunded,261.37,USD,2023/07/28 13:44,2023-10-30T09:01:30,
PAY000621,ORD00883,2,stripe,apple_pay,refunded,338.67,USD,2023/01/11 20:03,2023-01-29T22:23:52,
PAY000622,ORD00535,1,STRIPE,card,failed,140.81,USD,2023/12/16 07:01,2023-02-07T20:15:42,insufficient_funds
PAY000623,ORD00454,1,STRIPE,apple_pay,authorized,105.84,AED,2023/07/07 01:36,2023-12-08T03:44:41,
PAY000624,ORD00943,2,paypal,apple_pay,authorized,368.83,USD,2023/06/13 19:20,2023-09-14T20:41:49,
PAY000625,ORD00446,1,STRIPE,apple_pay,refunded,80.75,AED,2023/05/25 22:15,2023-01-02T00:04:52,
PAY000626,ORD00670,2,stripe,bank_transfer,refunded,100.92,USD,2023/07/13 18:54,2023-02-27T04:45:55,insufficient_funds
PAY000627,ORD00559,3,paypal,bank_transfer,authorized,331.82,USD,2023/07/14 13:41,2023-06-01T10:25:13,
PAY000628,ORD00228,1,STRIPE,bank_transfer,captured,199.69,EUR,2023/09/12 02:54,2023-05-08T13:54:08,
PAY000629,ORD00263,3,paypal,apple_pay,failed,63.5,AED,2023/02/02 08:32,2023-06-05T20:10:56,insufficient_funds
PAY000630,ORD00736,3,STRIPE,bank_transfer,authorized,199.58,EUR,2023/11/06 04:02,2023-11-06T18:12:18,
PAY000631,ORD00989,3,paypal,bank_transfer,authorized,122.44,USD,2023/05/11 14:28,2023-11-13T06:17:56,
PAY000632,ORD00118,3,paypal,bank_transfer,authorized,70.46,USD,2023/10/14 09:00,2023-12-02T07:15:03,
PAY000633,ORD00588,1,STRIPE,apple_pay,partially_refunded,79.68,EUR,2023/06/30 09:53,2023-01-05T04:25:37,
PAY000634,ORD00180,1,adyen,card,authorized,303.2,AED,2023/12/17 00:59,2023-06-04T13:22:42,
PAY000635,ORD00800,2,STRIPE,apple_pay,authorized,78.89,USD,2023/06/14 10:46,2023-08-10T21:42:38,
PAY000636,ORD00775,1,paypal,apple_pay,failed,262.06,USD,2023/12/02 20:53,2023-11-24T09:43:27,
PAY000637,ORD00238,1,adyen,bank_transfer,captured,380.44,EUR,2023/03/16 14:43,2023-09-23T00:49:45,
PAY000638,ORD00655,1,stripe,apple_pay,failed,229.83,EUR,2023/11/27 14:31,,insufficient_funds
PAY000639,ORD00319,2,adyen,apple_pay,partially_refunded,116.66,AED,2023/10/02 04:34,2023-05-15T01:08:06,insufficient_funds
PAY000640,ORD00898,1,stripe,apple_pay,authorized,454.6,USD,2023/02/28 11:09,2023-12-20T18:02:12,
PAY000641,ORD00194,1,adyen,apple_pay,partially_refunded,476.24,AED,2023/10/02 09:22,2023-07-07T06:20:46,
PAY000642,ORD00013,1,adyen,bank_transfer,refunded,58.98,EUR,2023/02/01 15:07,2023-11-29T20:00:29,
PAY000643,ORD00028,1,stripe,apple_pay,refunded,255.16,USD,2023/12/13 21:42,2023-08-11T13:57:12,
PAY000644,ORD00133,2,paypal,card,failed,55.68,EUR,2023/04/09 09:34,2023-07-30T01:16:46,
PAY000645,ORD00780,3,adyen,card,captured,229.63,AED,2023/04/11 12:49,2023-02-14T18:42:17,
PAY000646,ORD00465,2,paypal,apple_pay,refunded,430.28,USD,2023/05/31 14:18,2023-04-19T16:04:04,
PAY000647,ORD00333,3,paypal,bank_transfer,captured,422.95,AED,2023/10/24 03:33,2023-07-03T11:15:55,
PAY000648,ORD00046,1,STRIPE,card,failed,294.27,EUR,2023/10/18 15:45,2023-11-18T20:12:15,
PAY000649,ORD00463,2,paypal,apple_pay,failed,66.99,USD,2023/04/28 08:39,2023-07-30T19:41:00,
PAY000650,ORD00547,1,adyen,bank_transfer,refunded,365.43,USD,2023/11/24 15:49,2023-02-15T11:08:58,
PAY000651,ORD00353,2,stripe,apple_pay,failed,89.48,USD,2023/06/26 17:02,2023-08-19T19:45:26,
PAY000652,ORD00598,2,adyen,apple_pay,refunded,417.66,USD,2023/02/11 17:59,2023-01-20T21:27:05,
PAY000653,ORD00590,2,paypal,apple_pay,refunded,187.41,AED,2023/10/16 14:56,2023-05-17T08:25:36,
PAY000654,ORD00473,1,paypal,card,captured,199.83,AED,2023/03/23 14:09,2023-04-25T23:19:24,
PAY000655,ORD00275,3,stripe,card,partially_refunded,15.1,AED,2023/04/11 03:04,2023-09-24T03:16:59,
PAY000656,ORD00879,2,paypal,card,refunded,195.69,AED,2023/10/11 01:58,2023-08-21T00:43:21,insufficient_funds
PAY000657,ORD00887,3,paypal,card,captured,264.51,EUR,2023/10/31 14:47,2023-08-01T18:26:17,
PAY000658,ORD00640,2,paypal,apple_pay,refunded,302.11,EUR,2023/01/16 21:01,2023-10-21T22:31:43,
PAY000659,ORD00584,3,paypal,card,refunded,119.18,EUR,2023/08/17 20:17,2023-03-13T08:33:31,
PAY000660,ORD00828,2,stripe,bank_transfer,authorized,37.04,EUR,2023/10/22 21:05,,
PAY000661,ORD00367,1,STRIPE,bank_transfer,partially_refunded,215.53,USD,2023/09/14 14:03,2023-11-04T23:03:04,insufficient_funds
PAY000662,ORD00553,3,STRIPE,apple_pay,captured,90.34,USD,2023/09/23 19:10,2023-10-29T11:47:16,
PAY000663,ORD00807,1,STRIPE,bank_transfer,partially_refunded,465.25,EUR,2023/04/19 17:04,2023-05-28T05:19:49,insufficient_funds
PAY000664,ORD00411,3,stripe,apple_pay,partially_refunded,492.61,EUR,2023/10/02 20:24,2023-03-29T23:44:46,
PAY000665,ORD00003,2,adyen,bank_transfer,captured,103.46,EUR,2023/07/28 19:35,2023-12-08T17:46:21,
PAY000666,ORD00798,1,adyen,card,captured,257.87,USD,2023/07/07 08:14,2023-10-05T20:02:02,
PAY000667,ORD00034,2,adyen,apple_pay,partially_refunded,444.03,AED,2023/05/11 14:50,2023-04-22T13:32:08,
PAY000668,ORD00799,2,STRIPE,card,authorized,481.3,AED,2023/10/20 14:36,2023-10-24T23:13:43,
PAY000669,ORD00803,1,adyen,card,failed,181.53,EUR,2023/12/18 06:41,2023-02-25T14:27:54,
PAY000670,ORD00007,2,STRIPE,apple_pay,refunded,382.46,EUR,2023/02/21 06:26,2023-05-22T19:34:14,
PAY000671,ORD00031,2,paypal,bank_transfer,partially_refunded,322.4,EUR,2023/07/31 09:46,2023-06-04T03:15:31,insufficient_funds
PAY000672,ORD00185,1,STRIPE,bank_transfer,partially_refunded,475.97,USD,2023/02/17 12:19,2023-04-07T17:50:24,
PAY000673,ORD00940,2,stripe,card,partially_refunded,484.73,EUR,2023/08/06 13:16,2023-06-05T20:14:08,
PAY000674,ORD00945,1,STRIPE,bank_transfer,refunded,287.27,EUR,2023/03/03 22:27,2023-12-24T04:05:26,
PAY000675,ORD00509,1,stripe,apple_pay,captured,404.73,AED,2023/05/21 16:48,2023-11-06T14:28:32,
PAY000676,ORD00591,1,paypal,bank_transfer,partially_refunded,202.23,EUR,2023/02/14 14:31,2023-06-15T20:57:23,insufficient_funds
PAY000677,ORD00200,1,stripe,apple_pay,authorized,19.5,USD,2023/09/30 11:14,2023-01-17T01:11:59,insufficient_funds
PAY000678,ORD00500,2,adyen,bank_transfer,authorized,83.53,USD,2023/02/27 03:26,2023-09-22T12:21:52,insufficient_funds
PAY000679,ORD00721,3,stripe,card,refunded,186.82,EUR,2023/04/16 11:24,2023-01-26T22:50:15,
PAY000680,ORD00543,2,STRIPE,bank_transfer,authorized,37.22,EUR,2023/06/07 14:14,2023-06-11T04:34:08,insufficient_funds
PAY000681,ORD00478,2,stripe,card,failed,93.85,AED,2023/09/22 07:08,2023-08-10T19:31:30,
PAY000682,ORD00283,1,stripe,card,refunded,37.15,AED,2023/12/19 20:16,,
PAY000683,ORD00300,3,STRIPE,card,authorized,290.7,EUR,2023/07/17 04:00,2023-07-11T14:55:34,insufficient_funds
PAY000684,ORD00244,3,STRIPE,apple_pay,partially_refunded,356.54,USD,2023/06/15 12:53,2023-01-20T00:28:26,
