order_item_id,order_id,product_sku,product_name,quantity,unit_price,line_discount
ITEM000847,ORD00471,SKU683,Product 41,1,168.8,16.91
ITEM000848,ORD00802,SKU906,Product 34,2,149.57,7.27
ITEM000849,ORD00034,SKU508,Product 41,1,190.65,10.15
ITEM000850,ORD00278,SKU666,Product 35,1,194.24,1.12
ITEM000851,ORD00581,SKU635,Product 16,2,54.93,14.79
ITEM000852,ORD00707,SKU766,Product 16,2,139.48,9.12
ITEM000853,ORD00042,SKU723,Product 18,3,22.82,3.8
ITEM000854,ORD00851,SKU165,Product 9,3,16.87,4.55
ITEM000855,ORD00600,SKU879,Product 38,-1,95.53,10.74
ITEM000856,ORD00801,SKU152,Product 21,1,43.3,2.33
ITEM000857,ORD00086,SKU587,Product 13,1,110.76,4.3
ITEM000858,ORD00499,SKU407,Product 37,1,118.43,
ITEM000859,ORD00882,SKU214,Product 47,-1,156.59,3.9
ITEM000860,ORD00826,SKU750,Product 40,-1,198.49,5.03
ITEM000861,ORD00417,SKU715,Product 18,-1,128.07,6.57
ITEM000862,ORD00495,SKU626,Product 19,3,56.52,10.64
ITEM000863,ORD00350,SKU381,Product 44,3,127.05,2.23
ITEM000864,ORD00775,SKU286,Product 32,1,67.25,19.49
ITEM000865,ORD00482,SKU607,Product 11,2,17.78,8.64
ITEM000866,ORD00312,SKU196,Product 29,3,129.39,10.77
ITEM000867,ORD00188,SKU298,Product 50,1,153.76,4.26
ITEM000868,ORD00514,SKU412,Product 21,-1,25.07,6.0
ITEM000869,ORD00625,SKU315,Product 37,2,68.13,3.84
ITEM000870,ORD00406,SKU904,Product 11,2,123.97,3.14
ITEM000871,ORD00980,SKU628,Product 31,-1,157.05,
ITEM000872,ORD00276,SKU334,Product 17,-1,187.19,16.69
ITEM000873,ORD00380,SKU248,Product 20,3,146.71,16.58
ITEM000874,ORD00323,SKU560,Product 20,-1,114.84,15.25
ITEM000875,ORD00006,SKU880,Product 26,1,193.89,7.07
ITEM000876,ORD00825,SKU243,Product 30,3,8.8,14.09
ITEM000877,ORD00214,SKU777,Product 46,3,62.49,7.47
ITEM000878,ORD00330,SKU537,Product 25,3,113.82,14.78
ITEM000879,ORD00817,SKU320,Product 40,-1,172.0,2.14
ITEM000880,ORD00249,,Product 11,3,145.96,18.83
ITEM000881,ORD00608,SKU581,Product 3,-1,139.12,18.18
ITEM000882,ORD00499,SKU355,Product 18,-1,16.57,1.12
ITEM000883,ORD00351,SKU382,Product 35,3,90.43,5.68
ITEM000884,ORD00484,SKU237,Product 48,1,68.29,
ITEM000885,ORD00794,SKU850,Product 27,2,175.42,11.8
ITEM000886,ORD00588,SKU304,Product 36,1,90.46,6.56
ITEM000887,ORD00560,SKU881,Product 43,3,113.55,16.35
ITEM000888,ORD00707,SKU122,Product 9,1,174.79,13.99
ITEM000889,ORD00757,SKU421,Product 24,-1,150.72,4.3
ITEM000890,ORD00329,SKU579,Product 15,-1,75.63,3.98
ITEM000891,ORD00995,SKU820,Product 17,3,122.71,18.65
ITEM000892,ORD00144,SKU222,Product 42,-1,88.33,16.12
ITEM000893,ORD00818,SKU149,Product 34,1,183.03,10.25
ITEM000894,ORD00017,SKU679,Product 28,1,192.16,17.46
ITEM000895,ORD00335,SKU909,Product 35,-1,60.12,6.68
ITEM000896,ORD00069,SKU852,Product 5,1,194.97,15.61
ITEM000897,ORD00545,SKU262,Product 33,1,116.92,
ITEM000898,ORD00480,SKU724,Product 42,2,151.62,15.34
ITEM000899,ORD00442,SKU937,Product 18,-1,93.0,17.61
ITEM000900,ORD00757,SKU255,Product 42,3,19.24,12.96
ITEM000901,ORD00348,SKU564,Product 34,-1,178.43,8.03
ITEM000902,ORD00301,SKU106,Product 40,-1,8.68,4.5
ITEM000903,ORD00438,SKU254,Product 17,2,118.95,15.36
ITEM000904,ORD00546,SKU568,Product 42,2,155.14,11.49
ITEM000905,ORD00364,SKU832,Product 37,2,41.83,2.97
ITEM000906,ORD00316,SKU285,Product 7,1,109.02,18.89
ITEM000907,ORD00041,SKU898,Product 9,3,191.16,6.55
ITEM000908,ORD00323,SKU335,Product 43,2,44.33,3.27
ITEM000909,ORD00278,SKU338,Product 14,3,10.32,17.55
ITEM000910,ORD00968,SKU550,Product 8,-1,9.96,
ITEM000911,ORD00889,SKU861,Product 48,2,79.18,8.94
ITEM000912,ORD00409,SKU303,Product 14,-1,120.09,2.49
ITEM000913,ORD00993,SKU279,Product 33,1,36.76,4.19
ITEM000914,ORD00964,SKU600,Product 48,3,151.19,6.34
ITEM000915,ORD00196,SKU315,Product 6,3,98.21,10.17
ITEM000916,ORD00968,SKU567,Product 2,1,79.11,8.4
ITEM000917,ORD00985,SKU978,Product 7,3,75.28,6.2
ITEM000918,ORD00067,SKU544,Product 42,3,49.72,14.02
ITEM000919,ORD00667,SKU759,Product 25,-1,8.09,19.28
ITEM000920,ORD00748,,Product 42,3,13.85,16.95
ITEM000921,ORD00182,SKU678,Product 1,2,106.13,2.8
ITEM000922,ORD00482,SKU880,Product 3,1,121.26,4.2
ITEM000923,ORD00758,SKU776,Product 19,3,125.42,
ITEM000924,ORD00844,SKU261,Product 27,2,39.05,10.37
ITEM000925,ORD00156,SKU859,Product 43,2,76.19,18.5
ITEM000926,ORD00806,SKU266,Product 2,-1,44.79,8.07
ITEM000927,ORD00383,SKU961,Product 17,3,10.55,0.52
ITEM000928,ORD00030,SKU581,Product 3,2,183.15,0.93
ITEM000929,ORD00387,SKU880,Product 39,2,35.84,0.3
ITEM000930,ORD00919,SKU328,Product 6,-1,197.7,2.25
ITEM000931,ORD00488,SKU575,Product 27,-1,31.21,12.07
ITEM000932,ORD00653,SKU100,Product 20,-1,96.55,18.06
ITEM000933,ORD00132,SKU430,Product 43,3,191.6,13.37
ITEM000934,ORD00099,SKU589,Product 32,2,29.54,10.29
ITEM000935,ORD00825,SKU246,Product 15,1,149.92,14.35
ITEM000936,ORD00290,SKU729,Product 7,2,49.11,
ITEM000937,ORD00190,SKU847,Product 43,3,69.08,19.48
ITEM000938,ORD00685,SKU704,Product 34,3,153.18,2.63
ITEM000939,ORD00433,SKU483,Product 43,2,117.98,18.69
ITEM000940,ORD00036,SKU865,Product 25,1,159.87,19.59
ITEM000941,ORD00015,SKU246,Product 41,1,167.9,4.76
ITEM000942,ORD00407,SKU430,Product 1,-1,99.35,6.88
ITEM000943,ORD00644,SKU990,Product 37,-1,93.16,4.3
ITEM000944,ORD00637,SKU369,Product 35,-1,27.97,5.59
ITEM000945,ORD00787,SKU626,Product 22,3,199.35,3.73
ITEM000946,ORD00350,SKU926,Product 32,-1,134.33,13.36
ITEM000947,ORD00351,SKU881,Product 34,3,17.31,7.31
ITEM000948,ORD00658,SKU126,Product 35,2,23.44,19.5
ITEM000949,ORD00850,SKU213,Product 8,3,29.63,
ITEM000950,ORD00356,SKU414,Product 29,-1,112.89,18.79
ITEM000951,ORD00990,SKU987,Product 33,2,82.52,18.82
ITEM000952,ORD00524,SKU299,Product 10,2,156.3,3.97
ITEM000953,ORD00763,SKU462,Product 34,2,114.76,10.61
ITEM000954,ORD00049,SKU919,Product 35,3,110.19,13.87
ITEM000955,ORD00544,SKU270,Product 24,2,24.53,3.31
ITEM000956,ORD00650,SKU979,Product 40,2,169.43,15.02
ITEM000957,ORD00156,SKU653,Product 40,-1,172.37,5.57
ITEM000958,ORD00983,SKU510,Product 19,-1,180.69,19.44
ITEM000959,ORD00916,SKU587,Product 30,3,31.54,18.76
ITEM000960,ORD00001,,Product 5,3,143.13,13.36
ITEM000961,ORD00214,SKU851,Product 40,1,16.55,8.21
ITEM000962,ORD00148,SKU592,Product 11,2,81.29,
ITEM000963,ORD00164,SKU761,Product 27,-1,120.33,4.97
ITEM000964,ORD00359,SKU172,Product 15,3,32.39,8.03
ITEM000965,ORD00744,SKU857,Product 38,2,45.14,2.85
ITEM000966,ORD00283,SKU878,Product 21,1,129.17,10.41
ITEM000967,ORD00537,SKU205,Product 50,-1,50.28,8.77
ITEM000968,ORD00842,SKU227,Product 35,-1,34.97,17.6
ITEM000969,ORD00773,SKU837,Product 22,3,190.15,0.82
ITEM000970,ORD00859,SKU361,Product 8,-1,88.05,3.37
ITEM000971,ORD00727,SKU808,Product 32,3,48.8,2.06
ITEM000972,ORD00750,SKU717,Product 39,3,52.05,17.0
ITEM000973,ORD00507,SKU956,Product 45,-1,87.23,12.76
ITEM000974,ORD00886,SKU888,Product 18,3,181.42,12.81
ITEM000975,ORD00337,SKU529,Product 43,3,196.7,
ITEM000976,ORD00086,SKU113,Product 7,-1,52.34,9.9
ITEM000977,ORD00606,SKU544,Product 43,3,25.27,15.62
ITEM000978,ORD00726,SKU599,Product 36,-1,123.29,17.41
ITEM000979,ORD00684,SKU491,Product 3,1,120.12,15.87
ITEM000980,ORD00977,SKU200,Product 37,1,27.91,15.28
ITEM000981,ORD00370,SKU694,Product 44,-1,163.98,14.37
ITEM000982,ORD00041,SKU455,Product 42,-1,171.19,11.47
ITEM000983,ORD00536,SKU138,Product 26,-1,135.47,0.51
ITEM000984,ORD00581,SKU285,Product 2,3,24.27,18.41
ITEM000985,ORD00822,SKU129,Product 47,-1,170.64,5.07
ITEM000986,ORD00839,SKU799,Product 23,3,194.85,4.97
ITEM000987,ORD00457,SKU902,Product 4,3,94.35,19.82
ITEM000988,ORD00270,SKU887,Product 11,2,113.9,
ITEM000989,ORD00885,SKU660,Product 42,3,149.44,15.07
ITEM000990,ORD00800,SKU935,Product 12,-1,172.05,6.68
ITEM000991,ORD00632,SKU651,Product 48,2,66.72,6.12
ITEM000992,ORD00937,SKU839,Product 6,-1,66.02,9.94
ITEM000993,ORD00191,SKU874,Product 25,2,56.61,14.15
ITEM000994,ORD00360,SKU445,Product 29,3,152.18,19.19
ITEM000995,ORD00331,SKU116,Product 8,2,118.46,18.18
ITEM000996,ORD00718,SKU757,Product 36,3,152.57,10.77
ITEM000997,ORD00408,SKU733,Product 45,1,43.73,1.81
ITEM000998,ORD00613,SKU997,Product 43,-1,171.18,2.92
ITEM000999,ORD00349,SKU645,Product 23,-1,30.94,7.7
ITEM001000,ORD00866,,Product 48,3,124.62,19.41
ITEM001001,ORD00332,SKU330,Product 29,1,52.95,
ITEM001002,ORD00159,SKU783,Product 18,1,101.43,16.66
ITEM001003,ORD00225,SKU351,Product 15,-1,131.34,4.32
ITEM001004,ORD00013,SKU403,Product 16,1,172.22,9.67
ITEM001005,ORD00450,SKU524,Product 36,2,85.4,16.96
ITEM001006,ORD00595,SKU509,Product 41,-1,150.62,14.13
ITEM001007,ORD00373,SKU922,Product 17,-1,77.19,18.0
ITEM001008,ORD00960,SKU340,Product 21,3,20.02,13.86
ITEM001009,ORD00330,SKU980,Product 45,2,160.13,11.58
ITEM001010,ORD00099,SKU903,Product 33,-1,109.4,2.1
ITEM001011,ORD00847,SKU718,Product 15,3,144.93,12.9
ITEM001012,ORD00568,SKU940,Product 15,-1,57.48,16.73
ITEM001013,ORD00472,SKU733,Product 29,-1,120.26,1.29
ITEM001014,ORD00176,SKU122,Product 36,-1,114.0,
ITEM001015,ORD00059,SKU455,Product 31,2,17.44,7.09
ITEM001016,ORD00978,SKU836,Product 18,3,189.73,14.56
ITEM001017,ORD00731,SKU712,Product 32,-1,142.32,18.85
ITEM001018,ORD00406,SKU320,Product 43,-1,65.42,13.94
ITEM001019,ORD00312,SKU438,Product 15,-1,33.13,10.79
ITEM001020,ORD00698,SKU700,Product 21,1,194.32,1.06
ITEM001021,ORD00773,SKU466,Product 38,1,156.05,1.42
ITEM001022,ORD00066,SKU642,Product 27,2,147.85,4.98
ITEM001023,ORD00616,SKU892,Product 49,2,167.97,0.59
ITEM001024,ORD00952,SKU606,Product 47,1,69.7,1.88
ITEM001025,ORD00414,SKU687,Product 45,-1,161.96,7.63
ITEM001026,ORD00486,SKU241,Product 22,2,23.69,7.1
ITEM001027,ORD00725,SKU540,Product 17,-1,22.69,
ITEM001028,ORD00267,SKU511,Product 13,2,73.48,12.94
ITEM001029,ORD00084,SKU447,Product 29,1,107.15,0.41
ITEM001030,ORD00621,SKU162,Product 36,1,138.13,1.91
ITEM001031,ORD00002,SKU641,Product 1,1,68.74,6.13
ITEM001032,ORD00820,SKU681,Product 37,3,172.57,19.11
ITEM001033,ORD00194,SKU751,Product 40,-1,40.45,4.37
ITEM001034,ORD00354,SKU199,Product 44,2,121.95,11.48
ITEM001035,ORD00913,SKU551,Product 46,2,103.93,16.29
ITEM001036,ORD00456,SKU131,Product 40,1,187.38,17.76
ITEM001037,ORD00813,SKU223,Product 20,3,26.02,13.66
ITEM001038,ORD00605,SKU630,Product 11,1,102.04,12.07
ITEM001039,ORD00628,SKU445,Product 30,-1,157.89,18.88
ITEM001040,ORD00685,,Product 36,1,70.98,
ITEM001041,ORD00375,SKU244,Product 16,-1,41.73,8.09
ITEM001042,ORD00367,SKU160,Product 31,1,170.32,1.82
ITEM001043,ORD00671,SKU428,Product 34,-1,152.6,12.86
ITEM001044,ORD00290,SKU428,Product 9,-1,153.89,5.86
ITEM001045,ORD00642,SKU536,Product 26,-1,78.53,9.81
ITEM001046,ORD00504,SKU206,Product 21,-1,123.88,6.12
ITEM001047,ORD00806,SKU889,Product 19,1,107.87,0.83
ITEM001048,ORD00970,SKU191,Product 20,2,129.98,14.79
ITEM001049,ORD00548,SKU128,Product 4,3,80.06,7.04
ITEM001050,ORD00551,SKU153,Product 44,-1,149.02,10.48
ITEM001051,ORD00183,SKU620,Product 24,1,182.58,1.97
ITEM001052,ORD00973,SKU290,Product 15,3,19.23,4.07
ITEM001053,ORD00212,SKU684,Product 41,1,13.82,
ITEM001054,ORD00391,SKU310,Product 45,1,185.24,0.09
ITEM001055,ORD00247,SKU775,Product 22,2,197.48,16.53
ITEM001056,ORD00381,SKU957,Product 26,1,35.41,11.98
ITEM001057,ORD00637,SKU784,Product 17,-1,137.68,14.2
ITEM001058,ORD00924,SKU741,Product 20,2,188.35,13.07
ITEM001059,ORD00936,SKU379,Product 27,1,86.1,8.27
ITEM001060,ORD00285,SKU962,Product 13,-1,54.42,0.21
ITEM001061,ORD00710,SKU504,Product 3,-1,30.13,13.79
ITEM001062,ORD00073,SKU752,Product 8,1,35.99,15.82
ITEM001063,ORD00069,SKU287,Product 35,3,37.64,14.8
ITEM001064,ORD00979,SKU797,Product 46,-1,60.54,5.73
ITEM001065,ORD00877,SKU683,Product 17,1,153.39,7.9
ITEM001066,ORD00907,SKU306,Product 6,-1,44.15,
ITEM001067,ORD00531,SKU136,Product 31,-1,26.32,4.57
ITEM001068,ORD00854,SKU497,Product 12,1,153.7,16.13
ITEM001069,ORD00248,SKU546,Product 40,3,90.43,2.86
ITEM001070,ORD00612,SKU887,Product 3,2,154.87,14.5
ITEM001071,ORD00045,SKU682,Product 1,2,71.56,19.01
ITEM001072,ORD00944,SKU279,Product 23,-1,44.13,12.88
ITEM001073,ORD00401,SKU489,Product 10,3,103.59,4.5
ITEM001074,ORD00643,SKU299,Product 22,-1,9.94,8.81
ITEM001075,ORD00864,SKU351,Product 39,3,113.59,2.87
ITEM001076,ORD00988,SKU425,Product 4,1,138.53,8.2
ITEM001077,ORD00548,SKU117,Product 40,2,146.2,6.43
ITEM001078,ORD00040,SKU246,Product 7,2,6.15,0.07
ITEM001079,ORD00060,SKU933,Product 25,1,172.12,
ITEM001080,ORD00781,,Product 41,1,114.91,1.48
ITEM001081,ORD00665,SKU943,Product 31,-1,60.08,12.32
ITEM001082,ORD00461,SKU866,Product 16,-1,124.46,6.9
ITEM001083,ORD00652,SKU565,Product 31,2,93.57,17.59
ITEM001084,ORD00230,SKU247,Product 19,2,192.79,7.77
ITEM001085,ORD00264,SKU264,Product 24,1,89.19,6.0
ITEM001086,ORD00044,SKU570,Product 27,2,197.56,2.5
ITEM001087,ORD00642,SKU461,Product 14,-1,87.12,8.35
ITEM001088,ORD00752,SKU563,Product 29,-1,95.39,6.76
ITEM001089,ORD00682,SKU508,Product 9,2,52.97,14.25
ITEM001090,ORD00583,SKU299,Product 47,3,180.57,10.96
ITEM001091,ORD00783,SKU911,Product 27,3,130.58,4.27
ITEM001092,ORD00145,SKU581,Product 7,-1,63.56,
ITEM001093,ORD00853,SKU893,Product 40,-1,14.92,4.34
ITEM001094,ORD00565,SKU260,Product 43,-1,187.74,8.64
ITEM001095,ORD00966,SKU553,Product 2,2,80.26,13.34
ITEM001096,ORD00280,SKU863,Product 44,2,130.04,11.5
ITEM001097,ORD00821,SKU302,Product 10,-1,66.72,4.91
ITEM001098,ORD00757,SKU233,Product 49,-1,66.66,18.66
ITEM001099,ORD00628,SKU643,Product 48,1,136.86,15.74
ITEM001100,ORD00088,SKU121,Product 1,1,69.64,1.8
ITEM001101,ORD00954,SKU465,Product 13,2,191.8,6.15
ITEM001102,ORD00068,SKU471,Product 40,3,118.77,16.57
ITEM001103,ORD00487,SKU446,Product 46,2,61.5,2.03
ITEM001104,ORD00576,SKU263,Product 10,2,85.96,10.65
ITEM001105,ORD00634,SKU519,Product 11,-1,141.47,
ITEM001106,ORD00288,SKU806,Product 16,1,134.45,2.93
ITEM001107,ORD00456,SKU199,Product 49,1,31.44,7.62
ITEM001108,ORD00389,SKU588,Product 11,1,119.3,19.76
ITEM001109,ORD00372,SKU551,Product 38,2,92.23,0.4
ITEM001110,ORD00504,SKU787,Product 37,3,177.69,19.76
ITEM001111,ORD00908,SKU478,Product 5,2,31.31,6.0
ITEM001112,ORD00404,SKU253,Product 8,2,192.51,6.41
ITEM001113,ORD00729,SKU911,Product 6,3,122.55,15.99
ITEM001114,ORD00017,SKU736,Product 38,-1,198.38,7.3
ITEM001115,ORD00259,SKU296,Product 33,3,196.5,18.09
ITEM001116,ORD00025,SKU601,Product 21,2,15.14,4.78
ITEM001117,ORD00314,SKU369,Product 29,-1,70.82,5.46
ITEM001118,ORD00778,SKU772,Product 30,1,69.92,
ITEM001119,ORD00033,SKU233,Product 40,1,148.26,0.38
ITEM001120,ORD00390,,Product 13,-1,79.1,0.72
ITEM001121,ORD00689,SKU376,Product 45,-1,70.45,16.06
ITEM001122,ORD00875,SKU902,Product 28,-1,142.92,2.65
ITEM001123,ORD00355,SKU836,Product 17,2,100.32,5.33
ITEM001124,ORD00936,SKU560,Product 43,1,162.07,18.27
ITEM001125,ORD00883,SKU621,Product 8,1,163.1,16.12
ITEM001126,ORD00110,SKU348,Product 5,2,77.81,3.08
ITEM001127,ORD00821,SKU342,Product 50,1,173.42,0.19
ITEM001128,ORD00014,SKU854,Product 22,1,35.47,12.52
ITEM001129,ORD00893,SKU571,Product 41,3,158.3,2.12
ITEM001130,ORD00125,SKU157,Product 46,2,43.91,14.92
ITEM001131,ORD00084,SKU290,Product 6,1,5.75,
ITEM001132,ORD00811,SKU802,Product 15,2,14.75,1.59
ITEM001133,ORD00329,SKU740,Product 34,2,97.83,3.95
ITEM001134,ORD00508,SKU719,Product 46,2,96.5,14.63
ITEM001135,ORD00607,SKU985,Product 4,-1,41.06,0.13
ITEM001136,ORD00181,SKU302,Product 17,2,176.24,11.51
ITEM001137,ORD00194,SKU816,Product 8,1,41.7,16.97
ITEM001138,ORD00775,SKU333,Product 11,-1,128.88,11.85
ITEM001139,ORD00616,SKU522,Product 33,3,47.56,5.02
ITEM001140,ORD00354,SKU853,Product 16,1,132.69,19.36
ITEM001141,ORD00258,SKU388,Product 49,2,17.61,1.26
ITEM001142,ORD00353,SKU850,Product 4,-1,20.59,15.29
ITEM001143,ORD00734,SKU556,Product 1,1,67.09,15.43
ITEM001144,ORD00937,SKU470,Product 45,1,115.99,
ITEM001145,ORD00745,SKU959,Product 21,-1,74.83,16.22
ITEM001146,ORD00380,SKU611,Product 20,-1,66.13,19.98
ITEM001147,ORD00195,SKU333,Product 38,2,13.33,7.06
ITEM001148,ORD00477,SKU572,Product 21,-1,95.41,17.98
ITEM001149,ORD00464,SKU256,Product 10,-1,86.82,0.49
ITEM001150,ORD00143,SKU907,Product 21,-1,198.0,12.64
ITEM001151,ORD00410,SKU474,Product 1,-1,159.32,13.24
ITEM001152,ORD00177,SKU254,Product 38,2,47.31,0.33
ITEM001153,ORD00484,SKU253,Product 18,3,43.56,9.95
ITEM001154,ORD00163,SKU410,Product 36,3,49.41,9.73
ITEM001155,ORD00742,SKU611,Product 28,-1,189.73,3.2
ITEM001156,ORD00993,SKU781,Product 4,3,192.48,1.34
ITEM001157,ORD00332,SKU822,Product 31,3,32.59,
ITEM001158,ORD00532,SKU606,Product 14,-1,100.65,19.14
ITEM001159,ORD00647,SKU262,Product 22,3,138.39,8.58
ITEM001160,ORD00125,,Product 39,2,108.28,6.82
ITEM001161,ORD00383,SKU926,Product 45,2,77.07,19.41
ITEM001162,ORD00065,SKU118,Product 29,3,86.32,4.19
ITEM001163,ORD00335,SKU804,Product 15,3,128.6,18.04
ITEM001164,ORD00488,SKU905,Product 18,3,117.56,6.62
ITEM001165,ORD00200,SKU230,Product 21,2,143.08,12.19
ITEM001166,ORD00833,SKU939,Product 16,-1,114.84,17.81
ITEM001167,ORD00321,SKU623,Product 7,-1,151.29,12.47
ITEM001168,ORD00084,SKU641,Product 32,-1,122.51,17.82
ITEM001169,ORD00982,SKU845,Product 18,1,92.65,15.55
ITEM001170,ORD00811,SKU888,Product 18,2,75.94,
ITEM001171,ORD00797,SKU160,Product 31,2,48.55,0.06
ITEM001172,ORD00365,SKU944,Product 40,-1,114.57,15.67
ITEM001173,ORD00980,SKU427,Product 32,3,122.93,10.73
ITEM001174,ORD00844,SKU930,Product 42,2,191.76,11.95
ITEM001175,ORD00124,SKU402,Product 47,1,148.42,3.9
ITEM001176,ORD00819,SKU616,Product 19,2,159.19,8.46
ITEM001177,ORD00839,SKU973,Product 1,3,55.89,2.88
ITEM001178,ORD00026,SKU129,Product 42,-1,20.35,9.3
ITEM001179,ORD00932,SKU251,Product 29,-1,113.28,11.88
ITEM001180,ORD00777,SKU421,Product 7,3,93.91,3.96
ITEM001181,ORD00622,SKU564,Product 19,2,119.36,6.46
ITEM001182,ORD00018,SKU226,Product 4,3,112.75,7.38
ITEM001183,ORD00323,SKU951,Product 47,-1,112.27,
ITEM001184,ORD00644,SKU544,Product 42,3,82.13,6.53
ITEM001185,ORD00857,SKU878,Product 3,3,68.18,15.13
ITEM001186,ORD00041,SKU623,Product 4,2,101.85,18.54
ITEM001187,ORD00144,SKU255,Product 7,2,188.32,4.7
ITEM001188,ORD00773,SKU468,Product 23,3,20.83,6.87
ITEM001189,ORD00072,SKU604,Product 26,1,107.31,12.84
ITEM001190,ORD00406,SKU811,Product 10,1,163.8,8.97
ITEM001191,ORD00119,SKU881,Product 17,2,51.66,12.9
ITEM001192,ORD00572,SKU124,Product 4,2,98.35,0.84
ITEM001193,ORD00777,SKU338,Product 10,2,102.61,6.46
ITEM001194,ORD00775,SKU749,Product 43,-1,8.75,15.31
ITEM001195,ORD00505,SKU124,Product 43,-1,112.26,0.8
ITEM001196,ORD00604,SKU136,Product 14,2,118.63,
ITEM001197,ORD00008,SKU457,Product 45,1,118.41,7.36
ITEM001198,ORD00921,SKU948,Product 11,-1,46.49,10.72
ITEM001199,ORD00938,SKU742,Product 48,3,56.8,7.49
ITEM001200,ORD00398,,Product 11,2,152.06,5.13
ITEM001201,ORD00201,SKU434,Product 17,-1,28.24,5.71
ITEM001202,ORD00030,SKU556,Product 39,-1,44.9,2.25
ITEM001203,ORD00397,SKU923,Product 7,2,44.03,11.4
ITEM001204,ORD00766,SKU405,Product 45,2,177.9,16.36
ITEM001205,ORD00370,SKU574,Product 4,2,115.54,17.69
ITEM001206,ORD00259,SKU322,Product 33,1,65.43,4.33
ITEM001207,ORD00186,SKU981,Product 22,2,102.42,14.4
ITEM001208,ORD00738,SKU435,Product 30,-1,122.35,3.31
ITEM001209,ORD00504,SKU591,Product 36,3,160.03,
ITEM001210,ORD00684,SKU977,Product 16,1,125.19,17.69
ITEM001211,ORD00874,SKU131,Product 40,1,172.15,18.94
ITEM001212,ORD00953,SKU100,Product 20,-1,79.38,11.36
ITEM001213,ORD00164,SKU199,Product 4,3,46.99,3.82
ITEM001214,ORD00434,SKU859,Product 24,1,59.6,13.07
ITEM001215,ORD00305,SKU888,Product 3,1,63.9,5.25
ITEM001216,ORD00953,SKU919,Product 14,1,184.28,14.89
ITEM001217,ORD00699,SKU911,Product 2,-1,39.04,2.25
ITEM001218,ORD00743,SKU340,Product 30,3,57.66,14.06
ITEM001219,ORD00492,SKU164,Product 47,2,47.02,7.95
ITEM001220,ORD00387,SKU130,Product 3,-1,89.34,9.31
ITEM001221,ORD00180,SKU113,Product 37,1,133.04,19.19
ITEM001222,ORD00898,SKU387,Product 46,3,145.18,
ITEM001223,ORD00208,SKU921,Product 18,1,135.89,19.26
ITEM001224,ORD00193,SKU340,Product 45,-1,163.02,19.92
ITEM001225,ORD00046,SKU994,Product 37,-1,113.99,14.06
ITEM001226,ORD00811,SKU337,Product 46,1,60.87,1.77
ITEM001227,ORD00377,SKU567,Product 31,2,77.79,18.04
ITEM001228,ORD00744,SKU664,Product 35,2,67.54,12.79
ITEM001229,ORD00417,SKU278,Product 38,-1,77.56,19.67
ITEM001230,ORD00786,SKU399,Product 10,-1,136.76,8.16
ITEM001231,ORD00985,SKU542,Product 6,3,177.53,6.66
ITEM001232,ORD00368,SKU760,Product 30,-1,151.97,17.24
ITEM001233,ORD00169,SKU143,Product 22,2,121.76,10.8
ITEM001234,ORD00852,SKU862,Product 11,2,195.56,15.85
ITEM001235,ORD00845,SKU809,Product 26,1,165.57,
ITEM001236,ORD00902,SKU214,Product 33,1,106.32,11.51
ITEM001237,ORD00261,SKU663,Product 43,2,149.24,13.68
ITEM001238,ORD00807,SKU442,Product 32,1,68.47,16.73
ITEM001239,ORD00383,SKU661,Product 26,-1,47.72,7.02
ITEM001240,ORD00418,,Product 45,1,49.03,12.88
ITEM001241,ORD00160,SKU954,Product 45,2,144.66,17.86
ITEM001242,ORD00993,SKU616,Product 7,-1,33.15,1.44
ITEM001243,ORD00973,SKU413,Product 16,-1,64.06,4.18
ITEM001244,ORD00654,SKU198,Product 13,1,8.16,5.92
ITEM001245,ORD00213,SKU290,Product 50,1,18.07,9.05
ITEM001246,ORD00122,SKU532,Product 23,-1,7.06,11.95
ITEM001247,ORD00352,SKU497,Product 24,2,64.24,12.39
ITEM001248,ORD00942,SKU589,Product 41,1,137.43,
ITEM001249,ORD00011,SKU132,Product 32,3,73.54,5.12
ITEM001250,ORD00485,SKU981,Product 25,1,87.43,11.74
ITEM001251,ORD00902,SKU459,Product 44,-1,198.95,7.6
ITEM001252,ORD00986,SKU599,Product 49,1,97.6,10.87
ITEM001253,ORD00085,SKU351,Product 47,1,93.66,14.98
ITEM001254,ORD00248,SKU718,Product 31,1,67.96,11.05
ITEM001255,ORD00721,SKU975,Product 29,2,124.67,1.9
ITEM001256,ORD00701,SKU231,Product 38,1,187.43,8.89
ITEM001257,ORD00515,SKU285,Product 30,3,140.94,7.76
ITEM001258,ORD00948,SKU648,Product 42,1,54.37,2.35
ITEM001259,ORD00530,SKU602,Product 12,-1,62.21,3.25
ITEM001260,ORD00298,SKU715,Product 22,-1,26.39,3.1
ITEM001261,ORD00858,SKU178,Product 13,-1,99.82,
ITEM001262,ORD00006,SKU496,Product 50,2,155.63,0.88
ITEM001263,ORD00188,SKU328,Product 22,-1,49.6,8.89
ITEM001264,ORD00718,SKU218,Product 7,2,32.15,14.81
ITEM001265,ORD00970,SKU719,Product 37,1,90.43,7.33
ITEM001266,ORD00716,SKU540,Product 2,3,128.79,2.13
ITEM001267,ORD00486,SKU134,Product 18,-1,113.67,8.45
ITEM001268,ORD00067,SKU189,Product 17,3,97.55,10.14
ITEM001269,ORD00250,SKU996,Product 9,1,9.7,1.73
